DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 0:15,2018/7/1 0:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,37,131,0,0,75,38,131,0.9
6588,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 0:15,2018/7/1 0:30,0,0,0,0,0,0,7,0,0,0,0,0,0,0,76,37,128,0,0,76,44,128,0.9
13175,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 0:30,2018/7/1 0:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,76,33,123,0,0,76,35,123,0.9
19763,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 0:45,2018/7/1 1:00,0,0,0,0,0,0,6,0,0,0,0,0,0,0,85,36,135,0,0,85,42,135,0.9
27038,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 1:15,2018/7/1 1:30,0,0,0,0,0,0,8,0,0,0,0,0,0,0,85,54,125,0,0,85,62,125,0.9
33625,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 1:30,2018/7/1 1:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,77,54,120,0,0,77,56,120,0.9
40212,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 1:45,2018/7/1 2:00,0,0,0,0,0,0,7,0,0,0,0,0,0,0,82,43,132,0,0,82,50,132,0.9
46803,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 2:00,2018/7/1 2:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,103,26,136,0,0,103,27,136,0.9
53391,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 2:15,2018/7/1 2:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,85,33,151,0,0,85,34,151,0.9
59978,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 2:30,2018/7/1 2:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,105,25,124,0,0,105,27,124,0.9
66565,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 2:45,2018/7/1 3:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,20,133,0,0,78,21,133,0.9
73155,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 3:00,2018/7/1 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,21,125,0,0,83,21,125,0.9
79744,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 3:15,2018/7/1 3:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,23,124,0,0,79,24,124,0.9
86331,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 3:30,2018/7/1 3:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,98,22,125,0,0,98,25,125,0.9
92919,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 3:45,2018/7/1 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,26,135,0,0,94,26,135,0.9
99510,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 4:00,2018/7/1 4:15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,96,22,125,0,0,96,33,125,0.9
106098,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 4:15,2018/7/1 4:30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,95,30,112,0,0,95,34,112,0.9
112688,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 4:30,2018/7/1 4:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,92,21,129,0,0,92,24,129,0.9
119279,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 4:45,2018/7/1 5:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,95,30,127,0,0,95,32,127,0.9
125867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 5:00,2018/7/1 5:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,94,29,106,0,0,94,30,106,0.9
132453,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 5:15,2018/7/1 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,42,127,0,0,87,42,127,0.9
139040,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 5:30,2018/7/1 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,38,123,0,0,93,38,123,0.9
145628,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 5:45,2018/7/1 6:00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,93,48,108,0,0,93,51,108,0.9
152219,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 6:00,2018/7/1 6:15,0,0,0,0,0,0,9,0,0,0,0,0,0,0,67,64,85,0,0,67,73,85,0.9
158806,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 6:15,2018/7/1 6:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,53,57,107,0,0,53,59,107,0.9
165394,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 6:30,2018/7/1 6:45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,83,81,94,0,0,83,86,94,0.9
171981,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 6:45,2018/7/1 7:00,0,0,0,0,0,0,8,0,0,0,0,0,0,0,66,64,110,0,0,66,72,110,0.9
178555,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 7:00,2018/7/1 7:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,94,0,0,72,72,94,0.9
185108,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 7:15,2018/7/1 7:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,57,90,114,0,0,57,92,114,0.9
191679,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 7:30,2018/7/1 7:45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,70,96,101,0,0,70,100,101,0.9
198245,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 7:45,2018/7/1 8:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,77,98,0,0,76,78,98,0.9
204790,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 8:00,2018/7/1 8:15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,92,73,114,0,0,92,77,114,0.9
211354,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 8:15,2018/7/1 8:30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,82,77,120,0,0,82,81,120,0.9
217941,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 8:30,2018/7/1 8:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,62,53,89,0,0,62,55,89,0.9
224518,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 8:45,2018/7/1 9:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,71,90,105,0,0,71,91,105,0.9
231085,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 9:00,2018/7/1 9:15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,87,99,104,0,0,87,110,104,0.94
237661,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 9:15,2018/7/1 9:30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,98,87,104,0,0,98,90,104,0.9
244234,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 9:30,2018/7/1 9:45,0,0,0,0,0,0,6,0,0,0,0,0,0,0,96,65,113,0,0,96,71,113,0.9
250797,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 9:45,2018/7/1 10:00,0,0,0,0,0,0,9,0,0,0,0,0,0,0,91,57,85,0,0,91,66,85,0.9
257380,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 10:00,2018/7/1 10:15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,155,114,95,0,0,155,121,95,0.94
263958,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 10:15,2018/7/1 10:30,0,0,0,0,0,0,8,0,0,0,0,0,0,0,134,91,111,0,0,134,99,111,0.94
270533,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 10:30,2018/7/1 10:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,131,103,110,0,0,131,105,110,0.94
277112,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 10:45,2018/7/1 11:00,0,0,0,0,0,0,17,0,0,0,0,0,0,0,134,116,123,0,0,134,133,123,0.94
283692,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 11:00,2018/7/1 11:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,95,118,0,0,140,95,118,0.94
290271,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 11:15,2018/7/1 11:30,0,0,0,0,0,0,1,0,0,0,0,0,0,1,154,106,120,0,1,154,107,120,0.94
296847,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 11:30,2018/7/1 11:45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,143,94,125,0,0,143,97,126,0.94
303421,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 11:45,2018/7/1 12:00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,136,99,121,0,0,137,101,121,0.94
309998,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 12:00,2018/7/1 12:15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,142,76,120,0,0,142,78,120,0.94
316575,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 12:15,2018/7/1 12:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,124,86,153,0,0,124,87,153,0.94
323159,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 12:30,2018/7/1 12:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,66,136,0,0,139,67,136,0.94
329739,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 12:45,2018/7/1 13:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,112,139,0,0,143,113,139,0.94
336322,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 13:00,2018/7/1 13:15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,149,95,130,0,0,149,97,132,0.94
342898,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 13:15,2018/7/1 13:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,98,139,0,0,182,98,139,0.94
349476,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 13:30,2018/7/1 13:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,158,67,131,0,0,160,67,131,0.94
356054,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 13:45,2018/7/1 14:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,86,146,0,0,165,86,146,0.94
362631,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 14:00,2018/7/1 14:15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,118,82,130,0,0,118,82,133,0.94
369212,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 14:15,2018/7/1 14:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,74,123,0,0,126,74,124,0.94
375787,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 14:30,2018/7/1 14:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,85,122,0,0,95,86,122,0.94
382368,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 14:45,2018/7/1 15:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,73,110,0,0,140,73,110,0.94
388947,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 15:00,2018/7/1 15:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,58,91,0,0,134,58,91,0.9
395520,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 15:15,2018/7/1 15:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,115,80,107,0,0,115,82,107,0.94
402093,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 15:30,2018/7/1 15:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,66,102,0,0,121,66,102,0.9
408663,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 15:45,2018/7/1 16:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,134,82,100,0,0,134,83,100,0.94
415240,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 16:00,2018/7/1 16:15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,138,71,108,0,0,139,73,109,0.94
421812,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 16:15,2018/7/1 16:30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,115,83,125,0,0,117,85,125,0.94
428383,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 16:30,2018/7/1 16:45,0,0,0,0,0,0,4,0,0,0,0,0,0,0,114,67,118,0,0,114,71,118,0.94
434951,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 16:45,2018/7/1 17:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,96,90,123,0,0,96,91,123,0.94
441526,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 17:00,2018/7/1 17:15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,110,92,105,0,0,110,93,106,0.94
448098,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 17:15,2018/7/1 17:30,0,0,0,0,0,0,4,0,0,0,0,0,0,0,108,100,113,0,0,108,104,113,0.94
454667,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 17:30,2018/7/1 17:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,125,93,111,0,0,125,96,111,0.94
461222,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 17:45,2018/7/1 18:00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,115,100,98,0,0,116,102,98,0.94
467780,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 18:00,2018/7/1 18:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,148,90,114,0,0,148,91,114,0.94
474348,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 18:15,2018/7/1 18:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,143,87,79,0,0,143,88,79,0.94
480911,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 18:30,2018/7/1 18:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,118,84,0,0,122,118,84,0.94
487476,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 18:45,2018/7/1 19:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,114,71,86,0,0,114,73,86,0.9
494045,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 19:00,2018/7/1 19:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,122,103,88,0,0,122,104,88,0.94
500606,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 19:15,2018/7/1 19:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,104,92,0,0,110,104,92,0.94
507167,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 19:30,2018/7/1 19:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,76,90,124,0,0,76,90,125,0.9
513733,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 19:45,2018/7/1 20:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,99,106,0,0,92,100,106,0.9
520293,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 20:00,2018/7/1 20:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,70,86,0,0,101,70,86,0.9
526857,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 20:15,2018/7/1 20:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,83,90,110,0,0,83,91,111,0.9
533419,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 20:30,2018/7/1 20:45,0,0,0,0,0,0,5,0,0,0,0,0,0,0,78,55,107,0,0,78,60,107,0.9
539979,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 20:45,2018/7/1 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,81,121,0,0,109,81,121,0.94
546544,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 21:00,2018/7/1 21:15,0,0,0,0,0,0,7,0,0,0,0,0,0,0,108,78,135,0,0,108,85,135,0.94
553112,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 21:15,2018/7/1 21:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101,107,134,0,0,101,108,134,0.94
559679,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 21:30,2018/7/1 21:45,0,0,0,0,0,0,8,0,0,0,0,0,0,0,111,124,125,0,0,111,132,125,0.94
566225,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 21:45,2018/7/1 22:00,0,0,0,0,0,0,5,0,0,0,0,0,0,0,89,68,136,0,0,89,73,136,0.94
572784,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 22:00,2018/7/1 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,54,93,0,0,74,54,93,0.9
579358,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 22:15,2018/7/1 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,52,92,0,0,91,52,92,0.9
585921,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 22:30,2018/7/1 22:45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,76,44,97,0,0,76,54,97,0.9
592490,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 22:45,2018/7/1 23:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,41,109,0,0,74,41,109,0.9
599068,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 23:00,2018/7/1 23:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,60,49,111,0,0,60,50,111,0.9
605642,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 23:15,2018/7/1 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,46,110,0,0,75,46,110,0.9
612212,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 23:30,2018/7/1 23:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,52,131,0,0,68,53,131,0.9
618790,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/1 23:45,2018/7/2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,36,111,0,0,52,37,111,0.9
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2,2018/7/2 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,32,117,0,0,53,32,117,0.9
6576,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 0:15,2018/7/2 0:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,54,119,0,0,74,54,119,0.9
13151,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 0:30,2018/7/2 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,32,129,0,0,43,32,129,0.9
19733,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 0:45,2018/7/2 1:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,48,42,122,0,0,48,44,122,0.9
28039,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 1:15,2018/7/2 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,63,111,0,0,43,63,111,0.9
34611,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 1:30,2018/7/2 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,77,119,0,0,43,77,119,0.9
41180,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 1:45,2018/7/2 2:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,35,56,102,0,0,35,57,102,0.9
47746,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 2:00,2018/7/2 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,84,121,0,0,50,84,121,0.9
54315,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 2:15,2018/7/2 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,77,117,0,0,47,77,117,0.9
60881,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 2:30,2018/7/2 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,93,103,0,0,37,93,103,0.9
67443,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 2:45,2018/7/2 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,58,115,0,0,39,58,115,0.9
74003,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 3:00,2018/7/2 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,42,122,0,0,57,42,122,0.9
80565,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/2 3:15,2018/7/2 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,31,117,0,0,46,31,117,0.9
