DN,BEGIN_TIME,END_TIME,R001_001,R001_002,R001_003,R001_004,R001_005,R001_006,R001_007,R001_008,R001_009,R001_010,R001_011,R001_012,R001_014,R001_016,R001_018,R001_020,R001_022,R001_013,R001_015,R001_017,R001_019,R001_021,RATE
527763,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:15,2018/7/6 20:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,87,110,0,0,93,88,110,0.9
534352,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:30,2018/7/6 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,95,152,0,0,118,95,152,0.94
540935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 20:45,2018/7/6 21:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,75,114,0,0,108,75,114,0.9
547524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:00,2018/7/6 21:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88,95,144,0,0,88,96,144,0.94
554113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:15,2018/7/6 21:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,109,54,105,0,0,109,55,106,0.9
560688,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:30,2018/7/6 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,42,104,0,0,95,42,104,0.9
567252,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 21:45,2018/7/6 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,66,84,0,0,76,66,84,0.9
573814,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:00,2018/7/6 22:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53,45,95,0,0,53,46,95,0.9
580395,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:15,2018/7/6 22:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,55,87,0,0,103,55,87,0.9
586976,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:30,2018/7/6 22:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,87,59,103,0,0,87,62,103,0.9
593569,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 22:45,2018/7/6 23:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,80,64,98,0,0,80,65,98,0.9
600159,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:00,2018/7/6 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,29,111,0,0,94,29,111,0.9
606751,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:15,2018/7/6 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,18,92,0,0,73,18,92,0.9
613340,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:30,2018/7/6 23:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,28,71,0,0,62,29,71,0.9
619929,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/6 23:45,2018/7/7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,69,29,65,0,0,69,30,65,0.9
0,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7,2018/7/7 0:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,19,63,0,0,81,19,63,0.9
6583,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:15,2018/7/7 0:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56,20,61,0,0,56,21,61,0.9
13166,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:30,2018/7/7 0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,27,76,0,0,59,27,76,0.9
19752,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 0:45,2018/7/7 1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,12,77,0,0,53,12,77,0.9
26341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:00,2018/7/7 1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,59,0,0,55,23,59,0.9
32927,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:15,2018/7/7 1:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,18,63,0,0,54,18,63,0.9
39516,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:30,2018/7/7 1:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,15,76,0,0,47,15,76,0.9
46107,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 1:45,2018/7/7 2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,14,77,0,0,59,14,77,0.9
52715,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:00,2018/7/7 2:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,81,0,0,55,23,81,0.9
59320,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:15,2018/7/7 2:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,26,80,0,0,47,26,80,0.9
65925,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:30,2018/7/7 2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,15,84,0,0,71,15,84,0.9
72530,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 2:45,2018/7/7 3:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,16,82,0,0,71,16,82,0.9
79132,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:00,2018/7/7 3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,14,68,0,0,44,14,68,0.9
85734,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:15,2018/7/7 3:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,17,89,0,0,49,17,89,0.9
92339,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:30,2018/7/7 3:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,14,64,0,0,47,14,64,0.9
98941,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 3:45,2018/7/7 4:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,17,65,0,0,50,17,65,0.9
105552,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:00,2018/7/7 4:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,79,0,0,43,26,79,0.9
112157,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:15,2018/7/7 4:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,29,78,0,0,44,29,78,0.9
118762,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:30,2018/7/7 4:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,23,76,0,0,54,23,76,0.9
125349,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 4:45,2018/7/7 5:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,26,74,0,0,43,26,74,0.9
131935,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:00,2018/7/7 5:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,30,68,0,0,48,30,68,0.9
138524,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:15,2018/7/7 5:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,24,63,0,0,48,24,63,0.9
145113,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:30,2018/7/7 5:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,29,70,0,0,51,29,70,0.9
151705,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 5:45,2018/7/7 6:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,32,86,0,0,51,32,86,0.9
158291,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:00,2018/7/7 6:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,41,86,0,0,54,41,86,0.9
164892,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:15,2018/7/7 6:30,0,0,0,0,0,0,3,0,0,0,0,0,0,0,64,71,98,0,0,64,74,98,0.9
171490,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:30,2018/7/7 6:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,89,81,0,0,56,89,81,0.9
178091,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 6:45,2018/7/7 7:00,0,0,0,0,0,0,3,0,0,0,0,0,0,0,56,101,85,0,0,57,103,85,0.9
184689,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:00,2018/7/7 7:15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,68,116,76,0,0,68,119,76,0.9
191290,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:15,2018/7/7 7:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,79,107,61,0,0,79,108,61,0.9
197897,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:30,2018/7/7 7:45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,47,139,61,0,0,47,149,61,0.9
204504,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 7:45,2018/7/7 8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,108,74,0,0,55,108,74,0.9
211120,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:00,2018/7/7 8:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,70,102,95,0,0,70,103,95,0.9
217728,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:15,2018/7/7 8:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,72,89,0,0,95,72,89,0.9
224326,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:30,2018/7/7 8:45,0,0,0,0,0,0,1,0,0,0,0,0,0,0,68,70,74,0,0,68,71,74,0.9
230943,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 8:45,2018/7/7 9:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,72,75,0,0,67,73,75,0.9
237554,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:00,2018/7/7 9:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,93,96,0,0,104,93,96,0.9
244165,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:15,2018/7/7 9:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,112,110,0,0,111,112,110,0.94
250768,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:30,2018/7/7 9:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,117,151,96,0,0,117,153,96,0.94
257368,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 9:45,2018/7/7 10:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113,123,107,0,0,113,124,107,0.94
263967,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:00,2018/7/7 10:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,127,112,0,0,125,127,112,0.94
270559,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:15,2018/7/7 10:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,132,115,101,0,0,132,117,101,0.94
277152,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:30,2018/7/7 10:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,143,148,104,0,0,144,149,104,0.94
283745,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 10:45,2018/7/7 11:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,143,115,0,0,140,143,115,0.94
290341,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:00,2018/7/7 11:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,111,147,74,0,0,111,148,74,0.94
296931,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:15,2018/7/7 11:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,115,119,0,0,123,115,119,0.94
303533,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:30,2018/7/7 11:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,129,114,112,0,0,129,116,112,0.94
310146,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 11:45,2018/7/7 12:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,112,120,123,0,0,112,122,123,0.94
316760,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:00,2018/7/7 12:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,133,133,0,0,126,134,133,0.94
323378,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:15,2018/7/7 12:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,108,144,0,0,148,108,144,0.94
329996,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:30,2018/7/7 12:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,107,118,0,0,120,107,118,0.94
336611,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 12:45,2018/7/7 13:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,139,93,147,0,0,139,93,148,0.94
343229,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:00,2018/7/7 13:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,102,133,0,0,121,103,133,0.94
349847,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:15,2018/7/7 13:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,105,118,120,0,0,105,119,120,0.94
356465,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:30,2018/7/7 13:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,110,120,133,0,0,110,122,133,0.94
363082,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 13:45,2018/7/7 14:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,106,109,120,0,0,106,110,120,0.94
369693,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:00,2018/7/7 14:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,99,110,127,0,0,99,111,127,0.94
376292,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:15,2018/7/7 14:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,115,108,87,0,0,115,109,87,0.94
382891,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:30,2018/7/7 14:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,120,122,108,0,0,120,124,108,0.94
389485,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 14:45,2018/7/7 15:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,98,74,97,0,0,98,76,97,0.9
396076,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:00,2018/7/7 15:15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,90,93,104,0,0,90,95,104,0.9
402667,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:15,2018/7/7 15:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,83,98,0,0,126,83,98,0.94
409258,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:30,2018/7/7 15:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,104,80,124,0,0,104,82,124,0.94
415831,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 15:45,2018/7/7 16:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,87,106,0,0,101,87,106,0.9
422404,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:00,2018/7/7 16:15,0,0,0,0,0,0,3,0,0,0,0,0,0,0,98,83,135,0,0,98,86,135,0.94
428972,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:15,2018/7/7 16:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,56,126,0,0,110,57,126,0.9
435540,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:30,2018/7/7 16:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119,70,155,0,0,119,70,155,0.94
442106,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 16:45,2018/7/7 17:00,0,0,0,0,0,0,11,0,0,0,0,0,0,0,101,88,117,0,0,101,99,117,0.94
448649,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:00,2018/7/7 17:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,85,116,0,0,121,86,116,0.94
455192,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:15,2018/7/7 17:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,139,64,106,0,0,139,66,106,0.94
461734,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:30,2018/7/7 17:45,0,0,0,0,0,0,3,0,0,0,0,0,0,0,104,58,122,0,0,104,61,122,0.9
468276,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 17:45,2018/7/7 18:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,56,94,0,0,112,56,94,0.9
474817,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:00,2018/7/7 18:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,71,86,0,0,109,71,86,0.9
481362,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:15,2018/7/7 18:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,65,101,0,0,118,65,101,0.9
487907,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:30,2018/7/7 18:45,0,0,0,0,0,0,10,0,0,0,0,0,0,0,124,63,121,0,0,124,73,121,0.94
494452,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 18:45,2018/7/7 19:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,98,105,0,0,121,98,105,0.94
500983,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:00,2018/7/7 19:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,117,56,103,0,0,117,57,103,0.9
507514,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:15,2018/7/7 19:30,0,0,0,0,0,0,2,0,0,0,0,0,0,0,96,78,133,0,0,96,80,133,0.94
514045,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:30,2018/7/7 19:45,0,0,0,0,0,0,2,0,0,0,0,0,0,0,101,72,137,0,0,101,73,138,0.94
520573,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 19:45,2018/7/7 20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,83,138,0,0,128,83,138,0.94
527101,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:00,2018/7/7 20:15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,120,94,147,0,0,120,95,147,0.94
533632,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:15,2018/7/7 20:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,86,145,0,0,158,86,145,0.94
540163,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:30,2018/7/7 20:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,67,115,0,0,132,67,115,0.94
546691,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 20:45,2018/7/7 21:00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,108,63,140,0,0,108,64,140,0.94
553220,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:00,2018/7/7 21:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,93,132,0,0,88,93,132,0.94
559749,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:15,2018/7/7 21:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,82,133,0,0,107,82,133,0.94
566277,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:30,2018/7/7 21:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,63,149,0,0,94,63,149,0.94
572806,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 21:45,2018/7/7 22:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,58,135,0,0,104,58,135,0.9
579335,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:00,2018/7/7 22:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,78,138,0,0,115,78,138,0.94
585867,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:15,2018/7/7 22:30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,98,78,127,0,0,98,78,128,0.94
592396,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:30,2018/7/7 22:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,62,110,0,0,109,62,110,0.9
598925,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 22:45,2018/7/7 23:00,0,0,0,0,0,0,2,0,0,0,0,0,0,0,76,100,125,0,0,76,102,125,0.94
605448,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:00,2018/7/7 23:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,60,149,0,0,88,60,149,0.9
611970,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:15,2018/7/7 23:30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,31,158,0,0,86,31,158,0.9
618493,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:30,2018/7/7 23:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,56,136,0,0,82,56,136,0.9
625013,"PLMN=1,AREA=1,ENB=1028401,cell=0",2018/7/7 23:45,2018/7/8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,58,46,110,0,0,58,47,110,0.9

